ch,InitAge,Rabbit,Freq
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0B000B00000B0B000000000B0B0B00000B0B000B0000000B0000000000000000000000000000000000000,0,2373,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2374,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B000B0B0B0B0B000000000B0000000B00000000000B0B000000000000000000000000000000000000000,1,2375,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2376,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B000B0B0B0B0B0B000B0B0B0000000B000B0000000000000B0000000B0B0000000000000000000000000,1,2377,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2378,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B0B000B00000000000000000000000000000000000000000000000000000000000000000000000000000,1,2379,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M0M0M000M0000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2380,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,1,2381,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2382,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0R000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2383,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2384,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2385,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2386,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2387,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2388,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0B0B0B0B000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2389,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2390,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R000R0000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2391,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2392,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0R0R0000000R0R0R0R000000000000000000000000000000000000000000000000000000000000000000000,1,2393,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2394,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2395,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2396,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2397,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2398,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R0R0R0R000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,2399,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000R0B0B0B00000B0B0B0B000B00000B000B000B0B00000000000B0000000B000000000000000000000B00000B000,0,2401,1
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000N0R0R0000000R0R000R0R0000000R0000000000000000000000000000000000000000000000000000000000000,0,2402,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B0B0B00000B000B0B0B000000000000000000000000000000000000000000000000000000000000000000000,1,2403,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000B000B000B0000000B0000000B0000000B000B0000000000000B0000000000000000000000000000000000000,1,2404,1
000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000M001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,2405,1
